user_id,age,gender,city,city_tier,preferred_platform,activity_level,monthly_txn_frequency,device_type,registration_date
USR005265,61,Female,Pune,Tier1,Amazon Pay,Medium,7,Android,2019-06-04
USR005266,35,Male,Mumbai,Tier1,Paytm,Low,4,Android,2021-12-03
USR005267,28,Female,Bareilly,Tier3,PhonePe,High,39,Android,2022-01-13
USR005268,33,Male,Agra,Tier2,Google Pay,Power,142,Android,2022-09-10
USR005269,49,Female,Coimbatore,Tier2,PhonePe,High,40,Android,2020-06-25
USR005270,28,Male,Kanpur,Tier2,Google Pay,High,37,Web,2020-06-23
USR005271,25,Male,Visakhapatnam,Tier2,Amazon Pay,Medium,15,Android,2019-06-15
USR005272,23,Female,Hyderabad,Tier1,Google Pay,Medium,6,iOS,2021-07-16
USR005273,28,Male,Jaipur,Tier2,Google Pay,Low,1,iOS,2021-12-07
USR005274,45,Female,Hyderabad,Tier1,Google Pay,Medium,6,Android,2020-04-12
USR005275,33,Male,Surat,Tier2,CRED,High,36,Android,2020-04-10
USR005276,26,Female,Faridabad,Tier3,PhonePe,High,48,Android,2021-04-02
USR005277,24,Male,Jabalpur,Tier3,Google Pay,High,26,Android,2022-04-05
USR005278,29,Male,Pune,Tier1,PhonePe,Low,5,Android,2020-10-31
USR005279,56,Female,Bhopal,Tier2,CRED,Medium,19,Web,2020-08-29
USR005280,29,Female,Jodhpur,Tier3,PhonePe,High,27,Android,2021-07-22
USR005281,63,Male,Kanpur,Tier2,PhonePe,Medium,9,Android,2021-11-01
USR005282,34,Female,Bangalore,Tier1,Paytm,Low,2,iOS,2020-08-31
USR005283,24,Male,Surat,Tier2,Paytm,Low,4,iOS,2019-11-08
USR005284,50,Male,Ranchi,Tier2,Google Pay,Low,1,Android,2020-02-15
USR005285,33,Female,Indore,Tier2,PhonePe,Medium,17,Android,2019-05-18
USR005286,42,Male,Patna,Tier2,Paytm,High,24,iOS,2022-02-15
USR005287,62,Female,Faridabad,Tier3,PhonePe,Medium,14,Android,2021-09-25
USR005288,20,Female,Surat,Tier2,PhonePe,Low,5,iOS,2019-09-28
USR005289,22,Female,Ghaziabad,Tier3,Google Pay,Medium,16,Android,2021-12-13
USR005290,42,Male,Rajkot,Tier3,Google Pay,Low,5,iOS,2020-05-12
USR005291,27,Male,Chennai,Tier1,PhonePe,High,42,Android,2019-11-12
USR005292,25,Male,Faridabad,Tier3,Google Pay,High,35,iOS,2020-04-22
USR005293,19,Male,Patna,Tier2,Google Pay,Medium,17,Android,2021-11-20
USR005294,19,Male,Bangalore,Tier1,PhonePe,Medium,14,Android,2022-05-10
USR005295,45,Male,Coimbatore,Tier2,PhonePe,Low,2,iOS,2022-02-28
USR005296,23,Male,Ghaziabad,Tier3,Google Pay,Low,4,Android,2022-05-19
USR005297,33,Female,Kanpur,Tier2,Paytm,Low,3,iOS,2021-03-26
USR005298,38,Female,Kolkata,Tier1,PhonePe,High,42,Android,2019-09-01
USR005299,32,Female,Hyderabad,Tier1,CRED,Medium,14,Android,2019-03-29
USR005300,19,Male,Tiruchirappalli,Tier3,Google Pay,Low,1,Web,2019-04-03
USR005301,45,Female,Pune,Tier1,Paytm,Power,141,iOS,2021-06-01
USR005302,18,Male,Hyderabad,Tier1,PhonePe,Low,5,Android,2021-12-30
USR005303,44,Female,Patna,Tier2,Google Pay,Power,116,Android,2021-11-14
USR005304,50,Male,Hyderabad,Tier1,Amazon Pay,Medium,7,Android,2021-04-17
USR005305,32,Male,Indore,Tier2,PhonePe,High,27,Android,2022-08-06
USR005306,35,Male,Ahmedabad,Tier1,Paytm,High,32,iOS,2022-11-04
USR005307,33,Female,Bangalore,Tier1,PhonePe,Low,3,iOS,2022-12-25
USR005308,30,Male,Visakhapatnam,Tier2,Google Pay,High,22,Web,2021-06-10
USR005309,50,Male,Pune,Tier1,Paytm,High,35,Android,2021-09-28
USR005310,50,Female,Chennai,Tier1,Google Pay,Low,3,iOS,2019-03-23
USR005311,29,Female,Kolkata,Tier1,Google Pay,High,49,Android,2022-11-22
USR005312,38,Male,Guwahati,Tier3,Paytm,Medium,11,Android,2019-04-24
USR005313,54,Male,Agra,Tier2,Google Pay,Medium,7,Android,2021-09-11
USR005314,59,Female,Delhi,Tier1,Google Pay,Medium,6,Android,2022-02-24
USR005315,34,Female,Madurai,Tier2,PhonePe,High,40,iOS,2022-03-03
USR005316,32,Male,Nagpur,Tier2,Google Pay,Power,99,Android,2020-02-02
USR005317,27,Male,Ahmedabad,Tier1,Paytm,Medium,20,iOS,2020-05-29
USR005318,59,Female,Bikaner,Tier3,Google Pay,Low,3,Web,2020-04-01
USR005319,23,Male,Hyderabad,Tier1,Amazon Pay,Medium,12,Android,2020-12-15
USR005320,37,Other,Indore,Tier2,PhonePe,High,37,Android,2020-08-15
USR005321,27,Female,Bhopal,Tier2,Google Pay,Medium,16,Android,2019-04-04
USR005322,27,Male,Chennai,Tier1,Google Pay,Medium,13,iOS,2020-04-07
USR005323,31,Female,Surat,Tier2,Paytm,High,38,Android,2019-06-06
USR005324,64,Female,Surat,Tier2,PhonePe,Medium,19,iOS,2021-05-02
USR005325,20,Female,Ahmedabad,Tier1,PhonePe,High,29,iOS,2020-06-17
USR005326,37,Female,Bangalore,Tier1,Paytm,High,43,Android,2019-11-16
USR005327,21,Female,Amritsar,Tier3,Paytm,Low,5,Android,2019-07-08
USR005328,24,Female,Pune,Tier1,Google Pay,Medium,17,Android,2022-11-20
USR005329,32,Male,Nagpur,Tier2,CRED,High,26,Android,2019-08-26
USR005330,34,Male,Ahmedabad,Tier1,Google Pay,Low,5,iOS,2022-08-24
USR005331,27,Female,Ahmedabad,Tier1,PhonePe,Power,118,Android,2022-09-06
USR005332,28,Female,Hyderabad,Tier1,CRED,Medium,12,Android,2020-03-01
USR005333,22,Female,Indore,Tier2,Paytm,High,38,Android,2022-05-31
USR005334,28,Male,Ranchi,Tier2,Amazon Pay,Low,1,Android,2021-07-20
USR005335,60,Other,Kanpur,Tier2,PhonePe,Medium,12,Android,2020-02-22
USR005336,57,Male,Patna,Tier2,PhonePe,Medium,11,Android,2022-06-14
USR005337,29,Other,Kanpur,Tier2,PhonePe,Medium,15,Android,2020-04-19
USR005338,37,Male,Indore,Tier2,Paytm,Medium,9,Web,2021-02-08
USR005339,52,Male,Nashik,Tier2,Paytm,Low,1,Android,2019-07-17
USR005340,18,Female,Delhi,Tier1,Google Pay,High,35,Web,2020-07-29
USR005341,46,Female,Jaipur,Tier2,Google Pay,Medium,16,Android,2020-03-15
USR005342,57,Male,Pune,Tier1,CRED,Medium,14,Android,2021-08-28
USR005343,22,Female,Mumbai,Tier1,CRED,Power,145,Web,2019-07-04
USR005344,24,Male,Rajkot,Tier3,PhonePe,Low,3,iOS,2020-02-03
USR005345,59,Male,Kolkata,Tier1,CRED,High,22,iOS,2021-06-26
USR005346,35,Male,Pune,Tier1,Google Pay,High,27,iOS,2021-10-20
USR005347,18,Female,Allahabad,Tier3,PhonePe,Medium,18,Android,2019-09-17
USR005348,27,Other,Jodhpur,Tier3,Google Pay,Medium,16,Android,2021-11-15
USR005349,32,Female,Delhi,Tier1,PhonePe,Medium,18,iOS,2022-02-19
USR005350,41,Male,Coimbatore,Tier2,PhonePe,High,25,Android,2020-09-21
USR005351,43,Female,Rajkot,Tier3,PhonePe,High,29,iOS,2021-02-17
USR005352,64,Female,Pune,Tier1,Google Pay,Medium,6,Android,2022-10-30
USR005353,27,Female,Delhi,Tier1,PhonePe,Power,143,Android,2021-02-08
USR005354,35,Female,Nashik,Tier2,WhatsApp Pay,High,32,Web,2022-07-31
USR005355,35,Female,Bhopal,Tier2,Google Pay,Power,106,iOS,2022-11-27
USR005356,31,Male,Visakhapatnam,Tier2,Google Pay,Power,54,Web,2021-01-09
USR005357,24,Female,Agra,Tier2,PhonePe,Medium,7,Android,2020-07-20
USR005358,61,Male,Guwahati,Tier3,PhonePe,Medium,20,Android,2022-09-14
USR005359,48,Female,Lucknow,Tier2,PhonePe,Power,130,Android,2022-10-05
USR005360,34,Male,Surat,Tier2,PhonePe,High,24,Web,2019-07-16
USR005361,38,Female,Faridabad,Tier3,Google Pay,Low,4,Android,2021-10-01
USR005362,26,Female,Kanpur,Tier2,PhonePe,High,30,iOS,2020-08-17
USR005363,36,Male,Mumbai,Tier1,CRED,Power,52,Android,2021-12-21
USR005364,41,Female,Allahabad,Tier3,WhatsApp Pay,Medium,12,Android,2019-10-21
USR005365,35,Male,Allahabad,Tier3,Paytm,High,25,Android,2019-08-09
USR005366,63,Female,Delhi,Tier1,Google Pay,Medium,11,Android,2020-11-28
USR005367,38,Female,Kanpur,Tier2,Amazon Pay,High,44,Android,2021-06-12
USR005368,30,Male,Meerut,Tier3,CRED,Medium,13,Android,2022-06-22
USR005369,45,Male,Bhopal,Tier2,Google Pay,Power,77,Android,2021-11-10
USR005370,24,Female,Aligarh,Tier3,Paytm,High,23,Android,2019-04-08
USR005371,30,Female,Coimbatore,Tier2,PhonePe,Medium,7,Android,2020-05-06
USR005372,29,Female,Jaipur,Tier2,Google Pay,High,23,Android,2021-08-23
USR005373,32,Male,Visakhapatnam,Tier2,Google Pay,High,27,Android,2021-05-01
USR005374,45,Male,Bangalore,Tier1,PhonePe,Power,92,iOS,2020-02-06
USR005375,34,Male,Nashik,Tier2,WhatsApp Pay,Low,4,iOS,2022-08-26
USR005376,46,Male,Kolkata,Tier1,WhatsApp Pay,High,41,Android,2022-07-25
USR005377,37,Male,Patna,Tier2,PhonePe,Medium,7,Android,2021-01-03
USR005378,29,Male,Agra,Tier2,Paytm,Power,146,Android,2020-06-19
USR005379,46,Male,Agra,Tier2,Google Pay,Medium,6,Android,2019-03-11
USR005380,26,Male,Lucknow,Tier2,Paytm,High,27,Web,2022-11-03
USR005381,26,Female,Chennai,Tier1,Paytm,Low,3,Android,2021-08-02
USR005382,34,Female,Bareilly,Tier3,PhonePe,Medium,16,iOS,2019-04-16
USR005383,27,Male,Patna,Tier2,PhonePe,Power,135,Android,2021-12-25
USR005384,18,Male,Lucknow,Tier2,Google Pay,Medium,7,Android,2021-01-20
USR005385,39,Female,Mumbai,Tier1,Google Pay,High,42,Android,2021-05-20
USR005386,35,Female,Madurai,Tier2,Google Pay,High,23,Android,2021-12-19
USR005387,32,Female,Bangalore,Tier1,Paytm,Medium,7,Android,2019-05-26
USR005388,60,Female,Tiruchirappalli,Tier3,Paytm,Power,144,Web,2019-07-05
USR005389,37,Male,Chennai,Tier1,PhonePe,Medium,12,Android,2019-03-09
USR005390,49,Other,Indore,Tier2,Paytm,High,37,iOS,2020-02-28
USR005391,23,Female,Meerut,Tier3,PhonePe,High,45,Android,2021-08-19
USR005392,37,Male,Visakhapatnam,Tier2,Google Pay,Medium,13,Android,2019-06-06
USR005393,49,Male,Patna,Tier2,PhonePe,Power,125,Web,2019-01-28
USR005394,37,Male,Ahmedabad,Tier1,CRED,Medium,11,Android,2020-04-13
USR005395,42,Male,Madurai,Tier2,Google Pay,High,41,Android,2019-10-07
USR005396,30,Male,Chennai,Tier1,PhonePe,High,41,Android,2022-10-19
USR005397,22,Female,Jaipur,Tier2,CRED,High,33,Android,2020-08-18
USR005398,33,Female,Chennai,Tier1,PhonePe,Medium,19,Web,2021-10-02
USR005399,30,Male,Chennai,Tier1,Google Pay,High,44,Android,2022-08-04
USR005400,49,Male,Guwahati,Tier3,CRED,Medium,7,Android,2020-11-01
USR005401,26,Male,Amritsar,Tier3,PhonePe,Medium,14,iOS,2020-06-15
USR005402,60,Male,Bangalore,Tier1,Paytm,High,42,iOS,2019-02-23
USR005403,59,Female,Visakhapatnam,Tier2,Google Pay,High,44,Android,2019-01-29
USR005404,26,Male,Coimbatore,Tier2,Google Pay,High,23,iOS,2022-11-02
USR005405,29,Female,Madurai,Tier2,PhonePe,High,43,Android,2021-07-01
USR005406,50,Female,Vadodara,Tier2,PhonePe,Low,1,Android,2021-04-04
USR005407,60,Female,Kolkata,Tier1,Google Pay,Low,1,Web,2020-12-25
USR005408,32,Female,Kanpur,Tier2,PhonePe,High,28,iOS,2021-12-08
USR005409,28,Male,Delhi,Tier1,Paytm,Medium,12,Android,2021-01-21
USR005410,35,Male,Moradabad,Tier3,PhonePe,Medium,15,Android,2019-01-11
USR005411,41,Female,Noida,Tier3,PhonePe,Low,1,Android,2019-07-28
USR005412,27,Male,Mumbai,Tier1,Amazon Pay,Medium,16,Android,2021-05-12
USR005413,43,Male,Hyderabad,Tier1,Google Pay,Low,3,Web,2021-07-02
USR005414,20,Female,Agra,Tier2,Google Pay,Medium,18,Android,2019-08-06
USR005415,20,Female,Gorakhpur,Tier3,Paytm,Medium,16,iOS,2019-03-25
USR005416,30,Female,Indore,Tier2,Google Pay,Medium,8,iOS,2020-07-27
USR005417,29,Male,Kanpur,Tier2,PhonePe,Power,77,Android,2020-08-16
USR005418,28,Male,Chennai,Tier1,Google Pay,Medium,7,Android,2019-05-18
USR005419,34,Male,Agra,Tier2,Google Pay,Medium,10,Android,2022-11-25
USR005420,28,Female,Vadodara,Tier2,Paytm,Medium,13,Android,2020-05-08
USR005421,25,Male,Lucknow,Tier2,Google Pay,High,31,iOS,2019-02-27
USR005422,28,Female,Hyderabad,Tier1,Paytm,Medium,11,Android,2020-04-27
USR005423,61,Male,Ahmedabad,Tier1,Google Pay,High,35,Android,2019-12-12
USR005424,31,Male,Bhopal,Tier2,WhatsApp Pay,Low,1,Web,2019-12-06
USR005425,32,Female,Ahmedabad,Tier1,PhonePe,Medium,7,Android,2021-10-31
USR005426,37,Female,Agra,Tier2,PhonePe,Low,3,Android,2022-05-23
USR005427,62,Male,Varanasi,Tier3,Google Pay,Medium,11,Android,2021-01-26
USR005428,26,Male,Bangalore,Tier1,Paytm,High,30,Android,2020-11-11
USR005429,40,Male,Bangalore,Tier1,PhonePe,Medium,12,Android,2020-06-01
USR005430,42,Male,Kanpur,Tier2,Paytm,Power,116,Android,2019-09-24
USR005431,38,Female,Nagpur,Tier2,Google Pay,Medium,15,iOS,2021-02-03
USR005432,22,Male,Hyderabad,Tier1,Paytm,Low,1,iOS,2019-02-09
USR005433,40,Male,Coimbatore,Tier2,PhonePe,High,38,Android,2020-02-27
USR005434,20,Male,Pune,Tier1,PhonePe,Power,146,Android,2022-01-11
USR005435,37,Male,Amritsar,Tier3,PhonePe,Medium,12,Web,2021-07-28
USR005436,43,Male,Nagpur,Tier2,Amazon Pay,Low,3,Android,2021-05-03
USR005437,25,Male,Madurai,Tier2,PhonePe,Medium,11,Android,2021-05-22
USR005438,48,Female,Hyderabad,Tier1,PhonePe,Low,1,Android,2019-03-24
USR005439,19,Male,Faridabad,Tier3,Amazon Pay,Medium,8,Web,2019-11-28
USR005440,48,Male,Bhopal,Tier2,Amazon Pay,Medium,13,iOS,2020-09-16
USR005441,33,Male,Ahmedabad,Tier1,Paytm,Power,118,Android,2021-03-16
USR005442,26,Female,Ranchi,Tier2,Google Pay,Low,1,Android,2022-04-09
USR005443,23,Male,Aurangabad,Tier3,Amazon Pay,Medium,20,Android,2022-02-23
USR005444,58,Male,Chennai,Tier1,Paytm,High,28,Android,2019-03-03
USR005445,21,Male,Visakhapatnam,Tier2,Google Pay,Medium,19,Android,2021-01-19
USR005446,25,Female,Bhopal,Tier2,PhonePe,Medium,15,Android,2019-03-12
USR005447,29,Female,Delhi,Tier1,CRED,Medium,7,iOS,2021-08-05
USR005448,38,Female,Ahmedabad,Tier1,Paytm,Low,2,Android,2020-04-04
USR005449,36,Male,Guwahati,Tier3,PhonePe,Medium,18,Android,2019-07-15
USR005450,23,Male,Pune,Tier1,Google Pay,High,27,iOS,2020-10-25
USR005451,28,Female,Ahmedabad,Tier1,Paytm,Power,85,Web,2020-06-17
USR005452,26,Female,Meerut,Tier3,PhonePe,High,23,Android,2022-08-20
USR005453,25,Female,Madurai,Tier2,Google Pay,Medium,16,iOS,2022-03-21
USR005454,31,Female,Ahmedabad,Tier1,Google Pay,Low,3,Android,2019-05-03
USR005455,41,Female,Rajkot,Tier3,Google Pay,Medium,18,Android,2021-07-03
USR005456,26,Female,Jodhpur,Tier3,Google Pay,Low,4,Android,2022-01-18
USR005457,30,Female,Bhopal,Tier2,Paytm,Low,3,iOS,2019-06-28
USR005458,30,Male,Nashik,Tier2,CRED,Medium,13,Web,2019-01-12
USR005459,61,Female,Hyderabad,Tier1,Paytm,High,27,Android,2021-11-18
USR005460,58,Male,Noida,Tier3,PhonePe,Medium,12,Android,2020-11-06
USR005461,46,Male,Kolkata,Tier1,Google Pay,Medium,6,Android,2019-07-23
USR005462,26,Female,Agra,Tier2,Google Pay,High,48,Android,2021-06-12
USR005463,21,Female,Hyderabad,Tier1,Google Pay,Low,2,Android,2021-07-08
USR005464,28,Male,Moradabad,Tier3,Paytm,Medium,16,iOS,2019-03-11
USR005465,27,Female,Indore,Tier2,CRED,Medium,13,Android,2021-11-18
USR005466,34,Male,Hyderabad,Tier1,Amazon Pay,High,25,Android,2020-04-18
USR005467,45,Female,Delhi,Tier1,Paytm,High,37,Android,2020-10-30
USR005468,49,Female,Gorakhpur,Tier3,PhonePe,High,38,Android,2019-05-05
USR005469,48,Male,Nagpur,Tier2,Google Pay,Low,2,Android,2019-12-15
USR005470,29,Female,Surat,Tier2,PhonePe,Medium,18,Android,2021-12-25
USR005471,41,Male,Bangalore,Tier1,PhonePe,Medium,9,Android,2021-12-10
USR005472,28,Male,Surat,Tier2,PhonePe,High,50,Android,2022-12-02
USR005473,20,Male,Visakhapatnam,Tier2,PhonePe,High,21,iOS,2019-02-16
USR005474,41,Male,Kolkata,Tier1,CRED,Medium,12,iOS,2022-11-09
USR005475,18,Male,Ahmedabad,Tier1,PhonePe,Low,5,Web,2020-09-19
USR005476,31,Male,Delhi,Tier1,Google Pay,Medium,16,iOS,2021-10-07
USR005477,29,Female,Delhi,Tier1,Google Pay,Power,57,Web,2021-07-30
USR005478,41,Female,Agra,Tier2,Paytm,Medium,12,Android,2021-06-05
USR005479,44,Female,Surat,Tier2,Google Pay,High,33,Android,2019-09-13
USR005480,28,Female,Kanpur,Tier2,PhonePe,Medium,15,Android,2020-06-20
USR005481,46,Male,Chennai,Tier1,PhonePe,High,49,Android,2022-09-18
USR005482,28,Female,Nashik,Tier2,Google Pay,Medium,13,Android,2020-06-03
USR005483,32,Female,Bangalore,Tier1,PhonePe,High,41,iOS,2020-04-07
USR005484,43,Male,Allahabad,Tier3,WhatsApp Pay,Low,5,Android,2020-05-21
USR005485,41,Female,Lucknow,Tier2,PhonePe,Low,3,Android,2021-04-19
USR005486,63,Female,Nagpur,Tier2,PhonePe,Low,3,Android,2020-07-25
USR005487,26,Male,Pune,Tier1,Paytm,Power,140,Android,2021-09-11
USR005488,40,Female,Coimbatore,Tier2,WhatsApp Pay,High,50,Android,2022-02-13
USR005489,38,Female,Agra,Tier2,Google Pay,Medium,9,Web,2020-05-24
USR005490,53,Female,Chennai,Tier1,PhonePe,High,25,Android,2022-06-16
USR005491,24,Female,Aurangabad,Tier3,Google Pay,High,45,Android,2021-06-06
USR005492,44,Other,Indore,Tier2,PhonePe,Low,5,iOS,2020-03-03
USR005493,36,Female,Vadodara,Tier2,WhatsApp Pay,Medium,11,Android,2019-10-17
USR005494,27,Female,Hyderabad,Tier1,Paytm,Medium,9,Android,2021-11-28
USR005495,33,Female,Ahmedabad,Tier1,Paytm,High,24,Android,2022-01-09
USR005496,29,Male,Ahmedabad,Tier1,Paytm,Medium,12,Android,2019-07-01
USR005497,37,Male,Visakhapatnam,Tier2,Google Pay,Power,60,Android,2022-06-24
USR005498,50,Male,Madurai,Tier2,Google Pay,High,45,Android,2022-04-11
USR005499,37,Male,Kanpur,Tier2,CRED,Medium,12,Android,2021-12-16
USR005500,39,Female,Tiruchirappalli,Tier3,CRED,Medium,11,Android,2022-04-26
USR005501,35,Female,Chennai,Tier1,PhonePe,High,47,Android,2019-02-09
USR005502,20,Male,Aligarh,Tier3,WhatsApp Pay,Medium,10,Android,2022-07-30
USR005503,26,Male,Chennai,Tier1,PhonePe,High,48,Android,2019-12-09
USR005504,34,Male,Nashik,Tier2,Google Pay,Low,3,Android,2022-02-13
USR005505,28,Female,Kolkata,Tier1,Google Pay,Medium,9,Android,2022-11-27
USR005506,25,Male,Amritsar,Tier3,PhonePe,Power,105,Android,2022-05-06
USR005507,34,Female,Chandigarh,Tier3,PhonePe,Medium,15,Android,2021-07-27
USR005508,28,Female,Bareilly,Tier3,PhonePe,Medium,17,Android,2020-07-28
USR005509,27,Male,Agra,Tier2,WhatsApp Pay,Medium,9,Android,2019-02-16
USR005510,33,Female,Delhi,Tier1,WhatsApp Pay,Medium,16,Android,2019-01-25
USR005511,23,Female,Chennai,Tier1,Amazon Pay,High,39,Android,2021-08-04
USR005512,54,Male,Surat,Tier2,PhonePe,Medium,15,Android,2019-08-19
USR005513,49,Male,Chennai,Tier1,PhonePe,Medium,10,iOS,2021-10-20
USR005514,42,Female,Indore,Tier2,PhonePe,Low,3,Android,2019-12-24
USR005515,22,Male,Indore,Tier2,CRED,Medium,13,Web,2022-03-30
USR005516,45,Male,Agra,Tier2,Paytm,Medium,20,Android,2019-03-21
USR005517,46,Female,Visakhapatnam,Tier2,Amazon Pay,High,35,Android,2019-04-17
USR005518,44,Female,Bhopal,Tier2,PhonePe,High,33,iOS,2019-08-04
USR005519,23,Male,Varanasi,Tier3,Google Pay,Medium,8,iOS,2020-09-19
USR005520,39,Male,Mumbai,Tier1,PhonePe,High,22,Android,2020-04-30
USR005521,47,Male,Bangalore,Tier1,Paytm,Low,2,Android,2020-01-14
USR005522,37,Male,Delhi,Tier1,PhonePe,Medium,8,Android,2020-11-10
USR005523,39,Female,Kanpur,Tier2,PhonePe,Medium,6,Android,2020-09-22
USR005524,33,Female,Madurai,Tier2,PhonePe,Medium,10,Android,2019-06-16
USR005525,35,Female,Hyderabad,Tier1,Paytm,High,49,iOS,2021-12-02
USR005526,19,Male,Mumbai,Tier1,PhonePe,Medium,18,Android,2019-08-18
USR005527,39,Male,Pune,Tier1,Paytm,Medium,16,Android,2022-01-19
USR005528,21,Female,Hyderabad,Tier1,CRED,Medium,13,Android,2021-04-09
USR005529,32,Male,Chennai,Tier1,Paytm,High,43,Android,2019-11-29
USR005530,28,Male,Delhi,Tier1,Google Pay,Medium,18,Android,2022-02-14
USR005531,36,Male,Bangalore,Tier1,WhatsApp Pay,Low,4,Android,2022-10-23
USR005532,23,Female,Nashik,Tier2,PhonePe,High,50,Android,2021-10-02
USR005533,41,Female,Noida,Tier3,Paytm,Power,136,Android,2019-06-30
USR005534,46,Female,Jodhpur,Tier3,Paytm,Medium,16,Android,2019-12-18
USR005535,24,Male,Ahmedabad,Tier1,Paytm,Medium,15,Android,2020-08-08
USR005536,22,Male,Bangalore,Tier1,PhonePe,High,22,Android,2020-01-04
USR005537,24,Male,Indore,Tier2,PhonePe,High,21,Android,2021-12-08
USR005538,49,Female,Aurangabad,Tier3,Google Pay,Medium,15,Android,2019-03-01
USR005539,35,Female,Rajkot,Tier3,PhonePe,High,28,Android,2020-02-27
USR005540,33,Female,Bhopal,Tier2,Paytm,Power,57,Android,2021-12-31
USR005541,22,Female,Visakhapatnam,Tier2,Google Pay,Medium,9,iOS,2019-10-02
USR005542,39,Female,Jaipur,Tier2,PhonePe,High,43,Android,2021-07-06
USR005543,49,Male,Indore,Tier2,Paytm,Medium,13,Android,2020-02-02
USR005544,47,Male,Madurai,Tier2,Paytm,High,27,Android,2022-08-02
USR005545,39,Female,Patna,Tier2,PhonePe,High,45,Android,2022-07-24
USR005546,21,Male,Gorakhpur,Tier3,PhonePe,Low,2,iOS,2022-08-08
USR005547,23,Female,Ahmedabad,Tier1,PhonePe,High,50,Android,2020-05-16
USR005548,20,Male,Nashik,Tier2,CRED,Medium,20,Android,2022-01-21
USR005549,27,Female,Patna,Tier2,Paytm,Medium,9,Android,2022-01-29
USR005550,23,Female,Pune,Tier1,Google Pay,High,26,Android,2019-12-21
USR005551,27,Male,Lucknow,Tier2,CRED,Medium,15,Android,2022-01-19
USR005552,30,Female,Bhopal,Tier2,WhatsApp Pay,Power,125,Android,2022-07-04
USR005553,57,Male,Nashik,Tier2,Google Pay,Medium,10,Android,2019-07-04
USR005554,38,Female,Nagpur,Tier2,Paytm,Medium,18,Android,2021-11-24
USR005555,48,Female,Jabalpur,Tier3,WhatsApp Pay,Power,105,Web,2020-09-06
USR005556,42,Male,Surat,Tier2,Google Pay,High,44,Android,2021-07-13
USR005557,23,Female,Faridabad,Tier3,Google Pay,Medium,12,Android,2022-12-28
USR005558,43,Male,Coimbatore,Tier2,PhonePe,High,37,iOS,2019-11-12
USR005559,27,Female,Visakhapatnam,Tier2,Amazon Pay,Medium,6,iOS,2021-11-21
USR005560,39,Female,Pune,Tier1,Google Pay,Low,4,iOS,2022-12-14
USR005561,29,Male,Jaipur,Tier2,Paytm,Low,2,iOS,2019-07-07
USR005562,64,Female,Jaipur,Tier2,Google Pay,Low,3,iOS,2020-12-10
USR005563,27,Female,Kanpur,Tier2,Google Pay,High,43,iOS,2020-06-15
USR005564,27,Male,Ahmedabad,Tier1,Google Pay,Medium,20,Android,2022-07-10
USR005565,55,Female,Rajkot,Tier3,PhonePe,Low,5,Android,2022-11-30
USR005566,19,Male,Kolkata,Tier1,PhonePe,High,37,Android,2019-03-25
USR005567,41,Female,Ghaziabad,Tier3,CRED,Low,5,Android,2021-08-22
USR005568,42,Male,Bhopal,Tier2,PhonePe,Medium,16,Web,2021-02-04
USR005569,48,Male,Jaipur,Tier2,PhonePe,Low,3,Android,2020-10-23
USR005570,61,Female,Pune,Tier1,PhonePe,Medium,15,Web,2020-10-10
USR005571,61,Female,Mumbai,Tier1,PhonePe,Power,100,Android,2019-05-07
USR005572,21,Female,Ranchi,Tier2,Google Pay,Medium,19,Android,2019-02-14
USR005573,47,Male,Indore,Tier2,Amazon Pay,Power,85,Android,2021-08-31
USR005574,39,Female,Mumbai,Tier1,Paytm,Power,74,Web,2020-03-04
USR005575,39,Male,Indore,Tier2,Google Pay,High,26,Android,2019-06-21
USR005576,23,Male,Kolkata,Tier1,WhatsApp Pay,Low,1,Android,2019-10-10
USR005577,39,Other,Jaipur,Tier2,WhatsApp Pay,High,42,Android,2021-10-30
USR005578,62,Female,Pune,Tier1,Google Pay,Low,3,Android,2022-02-11
USR005579,52,Male,Allahabad,Tier3,Google Pay,High,47,Android,2019-07-27
USR005580,32,Female,Jaipur,Tier2,Paytm,Medium,20,Android,2020-12-17
USR005581,19,Female,Tiruchirappalli,Tier3,Google Pay,High,21,iOS,2021-07-13
USR005582,30,Female,Patna,Tier2,Google Pay,Low,2,Android,2020-08-06
USR005583,47,Female,Chennai,Tier1,Google Pay,Medium,15,Android,2020-09-23
USR005584,41,Male,Surat,Tier2,PhonePe,Low,3,Android,2021-08-18
USR005585,33,Female,Nashik,Tier2,Google Pay,High,23,iOS,2019-04-24
USR005586,20,Female,Gorakhpur,Tier3,Google Pay,Low,5,Android,2020-08-23
USR005587,32,Female,Lucknow,Tier2,PhonePe,Medium,15,Android,2022-11-02
USR005588,33,Female,Hyderabad,Tier1,PhonePe,Low,4,iOS,2019-06-26
USR005589,55,Female,Ahmedabad,Tier1,Paytm,Medium,17,Android,2020-05-03
USR005590,39,Female,Delhi,Tier1,PhonePe,Power,115,Android,2020-01-04
USR005591,28,Female,Chennai,Tier1,Google Pay,High,31,Android,2020-01-15
USR005592,35,Female,Bikaner,Tier3,PhonePe,High,36,Android,2021-01-23
USR005593,21,Female,Bangalore,Tier1,Paytm,Medium,15,iOS,2021-11-21
USR005594,61,Male,Chennai,Tier1,PhonePe,Medium,13,iOS,2019-10-12
USR005595,30,Male,Nagpur,Tier2,CRED,High,36,Android,2019-05-10
