user_id,total_txns,total_spend,avg_txn_amount,max_txn_amount,unique_merchants,unique_categories,unique_platforms,failed_txns,fraud_txns,cross_city_txns,festival_txns,failure_rate,cross_city_rate,festival_txn_rate,avg_spend_per_day
USR004770,57,189415.71,3323.0826315789473,60066.18,57,17,4,0,0,56,17,0.0,98.25,29.82,259.47
USR004771,53,124541.18,2349.8335849056602,12983.1,53,16,2,3,0,51,17,5.66,96.23,32.08,170.6
USR004772,51,144029.18,2824.101568627451,27896.08,50,16,4,2,0,47,20,3.92,92.16,39.22,197.3
USR004773,50,226528.07,4530.5614000000005,66624.3,49,16,5,1,0,50,12,2.0,100.0,24.0,310.31
USR004774,50,152962.1,3059.242,29281.07,50,17,4,3,0,47,19,6.0,94.0,38.0,209.54
USR004775,54,160189.67,2966.4753703703705,19839.75,54,17,6,3,0,52,17,5.56,96.3,31.48,219.44
USR004776,47,202533.74,4309.228510638298,61471.85,47,17,4,0,0,46,20,0.0,97.87,42.55,277.44
USR004777,49,150579.25999999998,3073.046122448979,46627.09,49,18,3,1,0,48,16,2.04,97.96,32.65,206.27
USR004778,59,207826.9,3522.4898305084744,35108.29,58,17,4,3,0,57,19,5.08,96.61,32.2,284.69
USR004779,47,109875.35,2337.7734042553193,12884.44,47,15,5,1,0,46,19,2.13,97.87,40.43,150.51
USR004780,60,149739.64,2495.660666666667,18293.45,59,17,3,3,0,60,18,5.0,100.0,30.0,205.12
USR004781,51,126354.0,2477.529411764706,28206.33,51,15,4,6,0,46,19,11.76,90.2,37.25,173.09
USR004782,58,137984.96,2379.0510344827585,22786.85,56,17,4,4,0,54,17,6.9,93.1,29.31,189.02
USR004783,60,185479.72,3091.328666666667,22352.65,59,18,6,5,0,57,17,8.33,95.0,28.33,254.08
USR004784,43,178898.31000000003,4160.425813953489,95727.3,43,16,3,3,0,41,11,6.98,95.35,25.58,245.07
USR004785,47,171719.63,3653.60914893617,26185.54,47,16,4,3,0,46,15,6.38,97.87,31.91,235.23
USR004786,50,166798.01,3335.9602,25615.37,49,18,4,4,0,49,18,8.0,98.0,36.0,228.49
USR004787,49,156810.66,3200.2175510204083,44650.4,48,16,5,3,0,47,19,6.12,95.92,38.78,214.81
USR004788,41,77114.0,1880.8292682926829,14393.68,41,16,4,2,0,40,14,4.88,97.56,34.15,105.64
USR004789,53,207884.88,3922.3562264150946,33968.42,51,18,4,1,0,52,17,1.89,98.11,32.08,284.77
USR004790,52,126110.31,2425.1982692307693,25819.41,51,15,4,2,0,52,18,3.85,100.0,34.62,172.75
USR004791,54,157698.99,2920.3516666666665,16498.92,53,16,6,2,0,51,20,3.7,94.44,37.04,216.03
USR004792,41,90971.16,2218.808780487805,9519.15,41,16,2,4,0,40,17,9.76,97.56,41.46,124.62
USR004793,48,80983.2,1687.1499999999999,13298.97,48,16,4,1,0,48,8,2.08,100.0,16.67,110.94
USR004794,51,227191.45,4454.73431372549,26967.87,51,15,4,6,0,50,15,11.76,98.04,29.41,311.22
USR004795,45,127200.67,2826.6815555555554,27067.72,45,18,4,2,0,45,15,4.44,100.0,33.33,174.25
USR004796,59,179629.52,3044.56813559322,35290.36,59,16,4,1,0,59,21,1.69,100.0,35.59,246.07
USR004797,39,93331.93,2393.12641025641,18783.1,38,16,5,4,0,39,14,10.26,100.0,35.9,127.85
USR004798,47,119921.94,2551.5306382978724,40072.73,46,16,4,8,0,46,16,17.02,97.87,34.04,164.28
USR004799,53,144408.22,2724.683396226415,18980.53,53,15,2,1,0,52,15,1.89,98.11,28.3,197.82
USR004800,53,187731.48,3542.1033962264155,54890.26,53,17,4,5,0,53,26,9.43,100.0,49.06,257.17
USR004801,37,86992.05,2351.136486486487,19340.47,37,15,4,2,0,31,8,5.41,83.78,21.62,119.17
USR004802,60,130821.58,2180.3596666666667,21276.35,60,15,6,5,0,57,21,8.33,95.0,35.0,179.21
USR004803,54,179875.57,3331.0290740740743,37042.67,52,16,5,2,0,52,17,3.7,96.3,31.48,246.4
USR004804,48,97039.98,2021.66625,15743.94,47,16,5,3,0,47,11,6.25,97.92,22.92,132.93
USR004805,43,95423.41,2219.149069767442,11814.96,43,15,3,3,0,41,10,6.98,95.35,23.26,130.72
USR004806,48,157094.19,3272.795625,46501.43,48,16,4,3,0,46,13,6.25,95.83,27.08,215.2
USR004807,47,176099.13,3746.79,31828.59,46,16,6,4,0,46,12,8.51,97.87,25.53,241.23
USR004808,62,247422.61000000002,3990.6872580645163,30067.03,59,15,5,2,0,57,15,3.23,91.94,24.19,338.94
USR004809,63,176707.07,2804.874126984127,40583.63,62,17,6,3,0,62,23,4.76,98.41,36.51,242.06
USR004810,41,82172.12,2004.1980487804876,10071.59,40,16,5,2,0,38,13,4.88,92.68,31.71,112.56
USR004811,52,144807.14,2784.7526923076925,26134.38,52,16,5,5,0,51,21,9.62,98.08,40.38,198.37
USR004812,56,182837.62,3264.9575,31506.58,54,18,4,2,0,54,11,3.57,96.43,19.64,250.46
USR004813,44,189546.02000000002,4307.864090909091,41810.29,43,17,4,1,0,43,19,2.27,97.73,43.18,259.65
USR004814,45,164911.82,3664.7071111111113,31937.15,43,15,5,4,0,43,14,8.89,95.56,31.11,225.91
USR004815,48,195648.91,4076.0189583333336,37104.67,47,15,4,2,0,48,15,4.17,100.0,31.25,268.01
USR004816,46,101723.01999999999,2211.37,16789.87,46,16,3,1,0,46,15,2.17,100.0,32.61,139.35
USR004817,50,99722.77,1994.4554,21722.26,50,15,6,2,0,47,16,4.0,94.0,32.0,136.61
USR004818,42,143082.74,3406.7319047619044,24778.36,39,14,4,1,0,42,15,2.38,100.0,35.71,196.0
USR004819,50,123285.94,2465.7188,23934.33,50,18,4,5,0,47,20,10.0,94.0,40.0,168.88
USR004820,51,144233.51,2828.1080392156864,29574.76,50,16,6,2,0,47,11,3.92,92.16,21.57,197.58
USR004821,54,149148.22,2762.004074074074,15094.64,54,18,4,5,0,54,16,9.26,100.0,29.63,204.31
USR004822,54,170782.93,3162.646851851852,48839.45,54,15,3,4,0,54,16,7.41,100.0,29.63,233.95
USR004823,41,141384.63999999998,3448.405853658536,43216.58,41,17,5,2,0,39,13,4.88,95.12,31.71,193.68
USR004824,50,85036.43000000001,1700.7286000000001,8329.2,50,15,5,1,0,50,15,2.0,100.0,30.0,116.49
USR004825,59,156133.2,2646.325423728814,13795.77,58,17,5,3,0,58,17,5.08,98.31,28.81,213.88
USR004826,59,196959.27000000002,3338.292711864407,33745.41,57,16,4,4,1,59,18,6.78,100.0,30.51,269.81
USR004827,55,172687.09,3139.7652727272725,21652.31,55,17,4,6,0,53,19,10.91,96.36,34.55,236.56
USR004828,54,141944.35,2628.599074074074,15211.19,54,15,4,3,0,52,16,5.56,96.3,29.63,194.44
USR004829,55,192756.33,3504.660545454545,28758.75,55,17,5,4,0,54,17,7.27,98.18,30.91,264.05
USR004830,51,180906.41999999998,3547.184705882353,21243.91,51,16,4,5,0,49,19,9.8,96.08,37.25,247.82
USR004831,41,91361.15,2228.320731707317,12658.77,41,16,6,3,0,39,14,7.32,95.12,34.15,125.15
USR004832,58,295396.15,5093.037068965517,40385.79,57,15,5,4,0,56,17,6.9,96.55,29.31,404.65
USR004833,58,166279.86,2866.894137931034,32362.93,57,18,5,5,0,55,16,8.62,94.83,27.59,227.78
USR004834,56,162921.5,2909.3125,33227.32,55,17,5,3,0,55,16,5.36,98.21,28.57,223.18
USR004835,44,116885.72,2656.4936363636366,26512.16,44,15,4,7,0,43,9,15.91,97.73,20.45,160.12
USR004836,52,132999.9,2557.6903846153846,23038.91,49,17,5,1,0,51,18,1.92,98.08,34.62,182.19
USR004837,67,221826.24,3310.8394029850747,25579.75,65,18,6,5,0,66,21,7.46,98.51,31.34,303.87
USR004838,54,242958.05,4499.223148148148,50000.0,53,18,5,2,0,53,21,3.7,98.15,38.89,332.82
USR004839,55,177283.9,3223.343636363636,20987.71,54,16,4,1,0,53,17,1.82,96.36,30.91,242.85
USR004840,45,145433.04,3231.8453333333337,34738.1,44,18,4,2,0,44,20,4.44,97.78,44.44,199.22
USR004841,52,204245.44,3927.796923076923,54053.4,52,17,6,1,0,52,14,1.92,100.0,26.92,279.79
USR004842,57,167730.3,2942.636842105263,32924.19,57,17,6,3,0,56,21,5.26,98.25,36.84,229.77
USR004843,42,96518.35,2298.0559523809525,11423.5,41,15,4,1,0,41,15,2.38,97.62,35.71,132.22
USR004844,57,180406.7,3165.0298245614035,28199.9,56,16,6,5,0,56,21,8.77,98.25,36.84,247.13
USR004845,47,150844.30000000002,3209.453191489362,44808.48,46,17,4,4,0,45,12,8.51,95.74,25.53,206.64
USR004846,42,197085.77,4692.518333333333,34098.17,42,18,4,2,0,42,14,4.76,100.0,33.33,269.98
USR004847,44,107492.55,2443.0125000000003,13269.0,44,15,4,3,0,43,15,6.82,97.73,34.09,147.25
USR004848,48,110082.62,2293.3879166666666,20000.0,47,16,5,3,0,46,12,6.25,95.83,25.0,150.8
USR004849,61,238723.99,3913.508032786885,31721.22,60,18,5,6,0,59,18,9.84,96.72,29.51,327.02
USR004850,50,239985.59,4799.7118,36553.86,50,18,4,10,0,46,26,20.0,92.0,52.0,328.75
USR004851,41,155906.63999999998,3802.6009756097556,46855.52,41,14,6,3,0,40,13,7.32,97.56,31.71,213.57
USR004852,35,77792.06,2222.6302857142855,13921.74,35,16,3,1,0,35,12,2.86,100.0,34.29,106.56
USR004853,41,115545.6,2818.185365853659,18101.57,41,17,3,3,0,40,12,7.32,97.56,29.27,158.28
USR004854,57,122381.71,2147.047543859649,17885.54,57,15,4,1,0,56,25,1.75,98.25,43.86,167.65
USR004855,48,184787.5,3849.7395833333335,29778.44,48,17,4,3,0,48,20,6.25,100.0,41.67,253.13
USR004856,48,153318.92,3194.144166666667,20236.6,48,15,5,2,0,46,14,4.17,95.83,29.17,210.03
USR004857,46,125335.44,2724.68347826087,21654.88,46,16,4,2,0,43,13,4.35,93.48,28.26,171.69
USR004858,57,178913.58,3138.834736842105,52644.06,57,16,4,3,0,57,17,5.26,100.0,29.82,245.09
USR004859,45,136866.45,3041.476666666667,15816.97,44,15,5,6,0,43,18,13.33,95.56,40.0,187.49
USR004860,47,197356.98,4199.084680851064,67055.47,45,15,4,4,0,47,12,8.51,100.0,25.53,270.35
USR004861,67,218888.42,3266.9913432835824,20190.91,66,17,3,5,0,63,21,7.46,94.03,31.34,299.85
USR004862,49,105897.81,2161.1797959183673,19305.73,49,16,5,4,0,48,13,8.16,97.96,26.53,145.07
USR004863,47,110161.08,2343.852765957447,17955.16,45,18,3,2,0,47,17,4.26,100.0,36.17,150.91
USR004864,59,223879.76,3794.5722033898305,20320.94,59,15,5,5,1,55,16,8.47,93.22,27.12,306.68
USR004865,51,178784.62,3505.5807843137254,25086.94,50,18,3,1,0,48,17,1.96,94.12,33.33,244.91
USR004866,42,89172.03,2123.1435714285712,10433.42,42,15,4,3,0,39,16,7.14,92.86,38.1,122.15
USR004867,55,189527.41,3445.952909090909,35369.9,55,17,5,6,0,54,20,10.91,98.18,36.36,259.63
USR004868,39,77971.38,1999.2661538461539,12220.24,39,14,3,3,0,39,21,7.69,100.0,53.85,106.81
USR004869,50,152399.59,3047.9918,24970.71,49,17,3,3,0,47,6,6.0,94.0,12.0,208.77
USR004870,58,132600.42,2286.2141379310347,50000.0,57,16,4,4,0,58,26,6.9,100.0,44.83,181.64
USR004871,53,172605.47,3256.7069811320753,20862.8,53,16,5,5,0,53,18,9.43,100.0,33.96,236.45
USR004872,55,99090.76,1801.6501818181816,11194.07,55,15,3,3,0,53,15,5.45,96.36,27.27,135.74
USR004873,43,130158.38,3026.939069767442,20157.25,42,15,5,3,0,42,13,6.98,97.67,30.23,178.3
USR004874,46,178774.43,3886.400652173913,35928.0,45,18,5,1,0,45,13,2.17,97.83,28.26,244.9
USR004875,53,138702.1,2617.020754716981,10589.58,53,17,5,2,0,48,19,3.77,90.57,35.85,190.0
USR004876,55,136108.73,2474.704181818182,36760.01,55,15,4,5,0,50,21,9.09,90.91,38.18,186.45
USR004877,54,118049.04000000001,2186.0933333333337,20254.9,53,15,5,3,0,53,16,5.56,98.15,29.63,161.71
USR004878,50,177617.73,3552.3546,51397.25,49,14,4,4,0,48,19,8.0,96.0,38.0,243.31
USR004879,49,180456.05,3682.7765306122446,30738.11,49,14,5,2,0,47,13,4.08,95.92,26.53,247.2
USR004880,41,199071.06,4855.391707317073,44898.94,39,16,5,0,0,41,15,0.0,100.0,36.59,272.7
USR004881,62,127528.49,2056.911129032258,22242.26,62,16,5,4,0,58,24,6.45,93.55,38.71,174.7
USR004882,50,115497.16,2309.9432,18120.45,50,17,4,0,0,49,20,0.0,98.0,40.0,158.22
USR004883,59,164272.85,2784.2855932203393,14441.35,58,17,4,3,0,58,17,5.08,98.31,28.81,225.03
USR004884,50,92552.37,1851.0474,13161.61,50,16,4,2,0,48,21,4.0,96.0,42.0,126.78
USR004885,54,149091.85,2760.9601851851853,23700.67,54,18,3,2,0,53,13,3.7,98.15,24.07,204.24
USR004886,37,102700.31,2775.684054054054,15252.52,37,14,4,0,0,36,13,0.0,97.3,35.14,140.69
USR004887,56,143301.08,2558.9478571428567,24188.68,56,18,5,6,0,54,14,10.71,96.43,25.0,196.3
USR004888,37,99057.63,2677.2332432432436,10313.42,36,15,3,2,0,35,15,5.41,94.59,40.54,135.7
USR004889,49,174376.41,3558.702244897959,19167.54,49,14,3,4,0,48,19,8.16,97.96,38.78,238.87
USR004890,58,207697.69,3580.994655172414,42943.45,58,18,5,2,0,52,14,3.45,89.66,24.14,284.52
USR004891,55,104309.82,1896.542181818182,12218.33,55,17,6,3,0,54,16,5.45,98.18,29.09,142.89
USR004892,50,224918.31,4498.3662,41970.49,50,17,4,3,0,50,11,6.0,100.0,22.0,308.11
USR004893,59,176185.74,2986.1989830508473,42672.46,57,18,5,5,0,58,21,8.47,98.31,35.59,241.35
USR004894,58,177962.93,3068.3263793103447,40059.93,58,17,4,3,0,57,14,5.17,98.28,24.14,243.78
USR004895,52,123593.94,2376.8065384615384,20858.24,52,17,3,0,0,51,24,0.0,98.08,46.15,169.31
USR004896,41,87058.45999999999,2123.3770731707314,15982.58,41,15,4,2,0,41,15,4.88,100.0,36.59,119.26
USR004897,55,129475.24,2354.095272727273,19442.45,55,17,4,2,0,53,16,3.64,96.36,29.09,177.36
USR004898,67,219588.41,3277.438955223881,31937.65,66,18,5,4,0,67,28,5.97,100.0,41.79,300.81
USR004899,53,190710.37,3598.3088679245284,43804.07,53,17,3,1,0,51,15,1.89,96.23,28.3,261.25
USR004900,44,155688.73,3538.3802272727276,32413.59,44,15,4,2,0,40,14,4.55,90.91,31.82,213.27
USR004901,46,137664.44,2992.7052173913044,30448.4,46,17,5,3,0,44,17,6.52,95.65,36.96,188.58
USR004902,44,164939.19,3748.6179545454547,24579.38,42,17,5,3,0,43,12,6.82,97.73,27.27,225.94
USR004903,46,204300.09,4441.306304347826,49106.89,45,18,4,5,0,45,18,10.87,97.83,39.13,279.86
USR004904,37,133627.17,3611.5451351351353,22780.47,37,16,4,1,0,35,18,2.7,94.59,48.65,183.05
USR004905,42,141379.87,3366.187380952381,18848.99,42,16,4,7,0,40,14,16.67,95.24,33.33,193.67
USR004906,53,205942.13999999998,3885.700754716981,43996.46,52,17,4,2,0,52,15,3.77,98.11,28.3,282.11
USR004907,59,155890.2,2642.206779661017,18996.21,59,16,4,7,0,58,20,11.86,98.31,33.9,213.55
USR004908,52,175281.72,3370.8023076923077,35084.71,50,16,4,3,0,48,19,5.77,92.31,36.54,240.11
USR004909,65,250744.09,3857.6013846153846,26272.96,64,16,5,4,0,64,23,6.15,98.46,35.38,343.49
USR004910,51,246564.87,4834.605294117647,33266.65,50,17,5,2,0,47,20,3.92,92.16,39.22,337.76
USR004911,30,88327.26,2944.2419999999997,19625.92,30,13,4,0,0,26,7,0.0,86.67,23.33,121.0
USR004912,55,168650.32,3066.3694545454546,18771.46,55,17,4,8,0,53,15,14.55,96.36,27.27,231.03
USR004913,60,217620.59,3627.009833333333,23907.09,59,18,5,3,0,57,18,5.0,95.0,30.0,298.11
USR004914,50,171290.71,3425.8142,38810.43,49,17,4,5,0,48,19,10.0,96.0,38.0,234.64
USR004915,51,135227.15,2651.512745098039,25879.67,49,17,5,5,0,50,18,9.8,98.04,35.29,185.24
USR004916,51,180421.07,3537.6680392156863,55885.57,51,16,5,4,0,46,16,7.84,90.2,31.37,247.15
USR004917,59,200862.15,3404.443220338983,32373.51,59,16,4,4,0,59,21,6.78,100.0,35.59,275.15
USR004918,47,184303.92,3921.36,29537.32,47,17,3,5,0,45,18,10.64,95.74,38.3,252.47
USR004919,40,126745.01,3168.62525,18224.03,40,17,3,2,0,38,12,5.0,95.0,30.0,173.62
USR004920,55,151989.39,2763.4434545454546,28709.86,54,16,5,6,0,55,23,10.91,100.0,41.82,208.2
USR004921,54,110461.98999999999,2045.5924074074073,11576.21,50,16,3,2,0,52,17,3.7,96.3,31.48,151.32
USR004922,47,141472.77,3010.0589361702127,16528.02,47,17,5,1,0,46,14,2.13,97.87,29.79,193.8
USR004923,49,111445.97,2274.4075510204084,28512.62,48,18,5,2,0,49,12,4.08,100.0,24.49,152.67
USR004924,53,153064.67,2888.012641509434,23477.04,52,17,4,1,0,52,17,1.89,98.11,32.08,209.68
USR004925,54,180057.62,3334.40037037037,14726.94,53,15,5,2,0,54,16,3.7,100.0,29.63,246.65
USR004926,39,147236.21,3775.287435897436,38826.77,39,15,2,4,0,38,15,10.26,97.44,38.46,201.69
USR004927,48,138009.91,2875.2064583333336,17112.21,48,18,4,4,0,47,13,8.33,97.92,27.08,189.05
USR004928,49,135143.24,2758.025306122449,39065.36,47,17,4,1,0,49,17,2.04,100.0,34.69,185.13
USR004929,53,170200.61000000002,3211.3322641509435,39372.86,53,16,4,3,0,51,17,5.66,96.23,32.08,233.15
USR004930,52,174257.77,3351.110961538461,35634.62,52,17,3,5,0,52,15,9.62,100.0,28.85,238.71
USR004931,51,195712.26,3837.495294117647,43250.62,51,18,3,3,0,50,14,5.88,98.04,27.45,268.1
USR004932,51,105349.31,2065.6727450980393,13286.89,51,17,2,1,0,51,14,1.96,100.0,27.45,144.31
USR004933,54,225956.69,4184.383148148148,50000.0,54,16,6,1,1,53,18,1.85,98.15,33.33,309.53
USR004934,45,181881.35,4041.807777777778,57192.39,45,16,3,2,0,45,19,4.44,100.0,42.22,249.15
USR004935,32,89673.04,2802.2825,30154.03,32,14,2,5,0,29,13,15.62,90.62,40.62,122.84
USR004936,60,168525.61000000002,2808.760166666667,23388.25,59,16,5,1,0,57,17,1.67,95.0,28.33,230.86
USR004937,62,271553.47000000003,4379.8946774193555,50000.0,62,18,5,4,0,62,20,6.45,100.0,32.26,371.99
USR004938,40,106809.45,2670.23625,12231.56,40,16,3,0,0,40,12,0.0,100.0,30.0,146.31
USR004939,49,114977.68,2346.483265306122,12924.54,49,17,5,4,0,47,18,8.16,95.92,36.73,157.5
USR004940,41,117630.07,2869.026097560976,11886.97,41,12,4,3,1,40,14,7.32,97.56,34.15,161.14
USR004941,59,177758.59,3012.8574576271185,22552.06,59,16,4,6,0,58,14,10.17,98.31,23.73,243.5
USR004942,55,167389.9,3043.4527272727273,27186.28,55,17,4,1,0,52,20,1.82,94.55,36.36,229.3
USR004943,56,166171.13999999998,2967.3417857142854,41473.2,56,18,5,2,0,54,18,3.57,96.43,32.14,227.63
USR004944,65,182932.96000000002,2814.3532307692312,47954.9,64,18,4,5,0,61,24,7.69,93.85,36.92,250.59
USR004945,44,102885.89,2338.315681818182,18588.27,44,14,5,1,0,44,12,2.27,100.0,27.27,140.94
USR004946,44,176842.69999999998,4019.1522727272722,41350.17,44,16,5,1,0,44,16,2.27,100.0,36.36,242.25
USR004947,46,99946.19,2172.7432608695653,18108.12,46,15,4,2,0,42,17,4.35,91.3,36.96,136.91
USR004948,54,163812.27,3033.5605555555553,17603.49,54,16,4,2,0,53,20,3.7,98.15,37.04,224.4
USR004949,50,160760.23,3215.2046,29497.2,50,16,6,4,0,49,17,8.0,98.0,34.0,220.22
USR004950,38,80215.68,2110.938947368421,30647.87,36,12,3,1,0,34,16,2.63,89.47,42.11,109.88
USR004951,55,114362.34,2079.3152727272727,14927.33,53,18,4,3,0,52,17,5.45,94.55,30.91,156.66
USR004952,39,105499.45,2705.1141025641023,20738.13,39,15,4,3,0,36,8,7.69,92.31,20.51,144.52
USR004953,50,138666.74,2773.3347999999996,12811.1,50,16,6,3,0,47,17,6.0,94.0,34.0,189.95
USR004954,32,115486.23999999999,3608.9449999999997,25404.26,32,13,3,2,0,31,11,6.25,96.88,34.38,158.2
USR004955,46,142400.71,3095.667608695652,33481.83,46,16,4,2,0,46,12,4.35,100.0,26.09,195.07
USR004956,55,157196.98,2858.126909090909,16314.42,54,17,5,0,0,50,17,0.0,90.91,30.91,215.34
USR004957,53,164539.48,3104.518490566038,22010.74,52,17,3,3,0,53,14,5.66,100.0,26.42,225.4
USR004958,49,170039.44,3470.1926530612245,25119.32,49,17,3,6,0,47,17,12.24,95.92,34.69,232.93
USR004959,48,112962.3,2353.38125,15334.46,48,17,6,8,0,48,10,16.67,100.0,20.83,154.74
USR004960,54,133398.15,2470.336111111111,23345.57,50,15,6,2,0,52,17,3.7,96.3,31.48,182.74
USR004961,52,110555.08,2126.059230769231,9983.66,52,17,4,5,0,51,20,9.62,98.08,38.46,151.45
USR004962,55,189700.91,3449.1074545454544,34281.23,53,17,5,6,0,55,15,10.91,100.0,27.27,259.86
USR004963,56,193493.48,3455.2407142857146,21771.44,56,17,5,4,0,54,18,7.14,96.43,32.14,265.06
USR004964,55,148089.21,2692.531090909091,20167.85,54,17,5,3,0,49,15,5.45,89.09,27.27,202.86
USR004965,56,185626.41999999998,3314.7574999999997,48016.82,55,17,4,3,0,53,18,5.36,94.64,32.14,254.28
USR004966,55,116676.88,2121.3978181818184,16165.15,54,16,3,0,0,53,23,0.0,96.36,41.82,159.83
USR004967,56,213878.91,3819.26625,73110.01,56,16,3,5,0,54,13,8.93,96.43,23.21,292.98
USR004968,52,133159.76,2560.7646153846154,10415.39,52,14,6,1,0,51,18,1.92,98.08,34.62,182.41
USR004969,53,166466.56,3140.8784905660377,54107.09,52,18,3,4,0,50,15,7.55,94.34,28.3,228.04
USR004970,46,130708.7,2841.4934782608693,26813.26,46,15,3,3,0,43,18,6.52,93.48,39.13,179.05
USR004971,44,217692.1,4947.547727272728,42740.76,43,17,3,3,0,43,16,6.82,97.73,36.36,298.21
USR004972,49,108886.95,2222.1826530612243,13776.2,49,15,3,3,0,48,13,6.12,97.96,26.53,149.16
USR004973,57,132354.69,2322.012105263158,18522.63,54,17,5,2,0,53,23,3.51,92.98,40.35,181.31
USR004974,48,143744.12,2994.6691666666666,21098.22,47,16,5,2,0,44,19,4.17,91.67,39.58,196.91
USR004975,52,241354.13,4641.425576923077,96208.34,51,16,3,6,0,52,20,11.54,100.0,38.46,330.62
USR004976,56,154310.1,2755.5375,27579.68,56,16,3,4,0,56,19,7.14,100.0,33.93,211.38
USR004977,51,135713.85,2661.0558823529414,27995.33,51,17,5,3,0,48,17,5.88,94.12,33.33,185.91
USR004978,56,175750.62,3138.4039285714284,20248.62,53,18,5,1,0,55,28,1.79,98.21,50.0,240.75
USR004979,57,123413.09,2165.1419298245614,12030.52,57,15,4,1,0,56,22,1.75,98.25,38.6,169.06
USR004980,53,159914.25,3017.25,21615.94,52,15,4,4,0,51,18,7.55,96.23,33.96,219.06
USR004981,46,88817.22,1930.8091304347827,12782.61,46,12,4,1,0,45,17,2.17,97.83,36.96,121.67
USR004982,44,163665.38999999998,3719.667954545454,25408.94,43,16,4,3,0,44,13,6.82,100.0,29.55,224.2
USR004983,46,164389.8,3573.6913043478257,54322.31,45,16,4,4,0,44,17,8.7,95.65,36.96,225.19
USR004984,44,126857.38,2883.122272727273,20212.55,44,16,4,0,0,44,18,0.0,100.0,40.91,173.78
USR004985,54,175436.17,3248.817962962963,18281.91,52,17,5,4,0,54,21,7.41,100.0,38.89,240.32
USR004986,40,90908.98,2272.7245,14532.0,40,12,4,5,0,39,11,12.5,97.5,27.5,124.53
USR004987,63,179214.47,2844.674126984127,29606.95,61,17,5,2,0,59,25,3.17,93.65,39.68,245.5
USR004988,41,156833.68,3825.211707317073,28911.64,41,17,4,4,0,41,14,9.76,100.0,34.15,214.84
USR004989,62,255661.24,4123.568387096774,53592.19,62,17,6,4,0,56,22,6.45,90.32,35.48,350.22
USR004990,45,191365.87,4252.574888888888,93534.12,44,14,5,3,0,45,15,6.67,100.0,33.33,262.15
USR004991,50,211882.22,4237.6444,27121.22,50,16,3,2,0,49,17,4.0,98.0,34.0,290.25
USR004992,53,176340.5,3327.1792452830186,55535.06,50,18,4,3,0,50,23,5.66,94.34,43.4,241.56
USR004993,48,181726.78,3785.974583333333,27761.97,48,16,5,1,0,48,15,2.08,100.0,31.25,248.94
USR004994,56,118947.37,2124.0601785714284,26883.01,54,16,5,2,0,54,20,3.57,96.43,35.71,162.94
USR004995,46,142694.87,3102.062391304348,15747.94,45,17,6,2,0,45,13,4.35,97.83,28.26,195.47
USR004996,48,113598.09999999999,2366.6270833333333,26294.05,48,12,5,1,0,47,18,2.08,97.92,37.5,155.61
USR004997,45,110763.25,2461.4055555555556,20050.76,44,16,2,1,0,43,13,2.22,95.56,28.89,151.73
USR004998,49,123522.62,2520.8697959183673,32791.28,49,17,4,4,0,48,17,8.16,97.96,34.69,169.21
USR004999,61,190366.42,3120.7609836065576,34148.76,61,18,3,4,0,58,20,6.56,95.08,32.79,260.78
USR005000,62,152667.64,2462.3812903225808,27589.96,62,15,5,2,0,58,26,3.23,93.55,41.94,209.13
USR005001,56,161004.04,2875.072142857143,29951.0,55,16,4,6,0,56,28,10.71,100.0,50.0,220.55
USR005002,52,177060.3,3405.005769230769,19651.37,49,17,3,4,0,48,22,7.69,92.31,42.31,242.55
USR005003,44,116316.8,2643.5636363636363,23697.55,44,15,6,6,0,40,13,13.64,90.91,29.55,159.34
USR005004,57,138247.85,2425.4008771929825,21883.52,56,16,4,3,0,56,16,5.26,98.25,28.07,189.38
USR005005,53,114181.54,2154.3686792452827,15030.22,53,16,6,5,0,52,18,9.43,98.11,33.96,156.41
USR005006,51,102328.53,2006.4417647058824,22309.59,50,16,5,4,0,48,11,7.84,94.12,21.57,140.18
USR005007,51,166971.26,3273.946274509804,21599.68,51,17,3,1,0,51,16,1.96,100.0,31.37,228.73
USR005008,47,205720.36000000002,4377.0289361702135,26692.97,47,15,3,3,0,40,14,6.38,85.11,29.79,281.81
USR005009,49,183368.66,3742.2175510204083,52627.06,49,17,4,5,0,47,18,10.2,95.92,36.73,251.19
USR005010,56,154460.38,2758.2210714285716,22382.7,56,16,4,3,0,55,18,5.36,98.21,32.14,211.59
USR005011,57,150192.9,2634.963157894737,18427.27,57,18,6,5,0,54,24,8.77,94.74,42.11,205.74
USR005012,38,113049.86,2974.9963157894736,13696.51,38,15,3,2,0,38,15,5.26,100.0,39.47,154.86
USR005013,45,167285.34,3717.4519999999998,50000.0,45,16,5,4,1,45,11,8.89,100.0,24.44,229.16
USR005014,52,220237.6,4235.338461538462,37291.79,51,16,4,3,0,51,12,5.77,98.08,23.08,301.7
USR005015,44,124778.29,2835.8702272727273,19745.57,44,14,2,4,0,43,18,9.09,97.73,40.91,170.93
USR005016,50,151777.1,3035.542,23438.51,50,16,5,4,0,49,22,8.0,98.0,44.0,207.91
USR005017,63,196050.63,3111.914761904762,26372.49,62,17,5,5,0,58,22,7.94,92.06,34.92,268.56
USR005018,55,236202.72,4294.594909090909,37871.6,55,17,4,1,0,55,14,1.82,100.0,25.45,323.57
USR005019,47,179951.03,3828.7453191489362,35333.42,47,18,6,1,0,44,16,2.13,93.62,34.04,246.51
