user_id,total_txns,total_spend,avg_txn_amount,max_txn_amount,unique_merchants,unique_categories,unique_platforms,failed_txns,fraud_txns,cross_city_txns,festival_txns,failure_rate,cross_city_rate,festival_txn_rate,avg_spend_per_day,evening_txns,night_txns,weekend_txns,morning_txns,food_txns,p2p_txns,investment_txns,ecom_txns,travel_txns,qr_txns,upi_id_txns,platform_loyalty_rate,evening_ratio,night_ratio,weekend_ratio,food_ratio,p2p_ratio,investment_ratio,ecom_ratio,travel_ratio,qr_ratio,segment,segment_name,pca1,pca2
USR004260,63,265283.32,4210.846349206349,64552.55,61,17,4,4,0,63,26,6.35,100.0,41.27,363.4,23,5,26,13,7,3,1,2,5,28,22,0.873015873015873,0.3651,0.0794,0.4127,0.1111,0.0476,0.0159,0.0317,0.0794,0.4444,3,Premium Investors,4.218835352147522,-0.11246224459815321
USR004261,43,81124.24,1886.61023255814,13339.45,43,16,6,4,0,39,13,9.3,90.7,30.23,111.13,15,2,14,12,5,1,2,3,4,8,24,0.8837209302325582,0.3488,0.0465,0.3256,0.1163,0.0233,0.0465,0.0698,0.093,0.186,1,Casual Small Spenders,-2.029527471675733,0.9615424580453131
USR004262,38,166747.39,4388.0892105263165,54988.06,38,16,5,2,0,37,12,5.26,97.37,31.58,228.42,15,0,15,10,7,2,1,2,3,15,14,0.8157894736842105,0.3947,0.0,0.3947,0.1842,0.0526,0.0263,0.0526,0.0789,0.3947,0,Active Everyday Users,0.8711060830343981,0.308796808491001
USR004263,51,170920.49,3351.382156862745,45942.31,50,15,4,4,0,51,19,7.84,100.0,37.25,234.14,15,0,19,13,7,4,0,7,0,19,17,0.8823529411764706,0.2941,0.0,0.3725,0.1373,0.0784,0.0,0.1373,0.0,0.3725,2,Loyal Digital Users,0.13682416824279436,-0.5692889239818388
USR004264,50,199693.24,3993.8648,23961.27,49,15,5,1,0,50,15,2.0,100.0,30.0,273.55,18,2,12,14,9,0,2,4,4,13,24,0.8,0.36,0.04,0.24,0.18,0.0,0.04,0.08,0.08,0.26,3,Premium Investors,1.7298024921356048,0.7655543933890789
USR004265,50,87520.62,1750.4124,8980.94,50,16,3,3,0,49,17,6.0,98.0,34.0,119.89,15,1,10,19,9,1,0,3,2,17,18,0.9,0.3,0.02,0.2,0.18,0.02,0.0,0.06,0.04,0.34,1,Casual Small Spenders,-2.7936512883239635,-0.7840174853683967
USR004266,52,144498.07,2778.8090384615384,29793.44,52,18,4,3,0,52,18,5.77,100.0,34.62,197.94,10,1,16,14,9,3,1,4,3,18,21,0.8653846153846154,0.1923,0.0192,0.3077,0.1731,0.0577,0.0192,0.0769,0.0577,0.3462,0,Active Everyday Users,0.07251135796802395,0.14019480287265745
USR004267,36,118787.26,3299.646111111111,32750.75,35,16,4,0,0,35,16,0.0,97.22,44.44,162.72,14,0,9,13,7,3,0,2,2,10,19,0.75,0.3889,0.0,0.25,0.1944,0.0833,0.0,0.0556,0.0556,0.2778,1,Casual Small Spenders,-1.4464719134644555,0.7807491193030103
USR004268,59,167497.66999999998,2838.9435593220337,20734.59,58,18,4,3,0,54,17,5.08,91.53,28.81,229.45,18,3,16,18,8,5,1,4,2,22,21,0.8813559322033898,0.3051,0.0508,0.2712,0.1356,0.0847,0.0169,0.0678,0.0339,0.3729,0,Active Everyday Users,0.9406970772127793,0.1612793700462243
USR004269,50,216624.22,4332.4844,26406.86,50,18,3,5,0,49,14,10.0,98.0,28.0,296.75,16,3,9,16,3,4,3,6,4,19,23,0.94,0.32,0.06,0.18,0.06,0.08,0.06,0.12,0.08,0.38,3,Premium Investors,3.316692825204808,-2.4744749836630437
USR004270,57,178546.12,3132.3880701754383,12042.7,56,17,4,1,0,55,19,1.75,96.49,33.33,244.58,23,2,18,12,8,6,0,4,4,18,25,0.8771929824561403,0.4035,0.0351,0.3158,0.1404,0.1053,0.0,0.0702,0.0702,0.3158,0,Active Everyday Users,0.9648244906754574,0.12658117886857004
USR004271,57,110948.07,1946.4573684210527,7872.84,57,15,3,0,0,53,17,0.0,92.98,29.82,151.98,17,2,19,19,9,2,1,5,8,18,20,0.8771929824561403,0.2982,0.0351,0.3333,0.1579,0.0351,0.0175,0.0877,0.1404,0.3158,1,Casual Small Spenders,-1.6947135478210107,-0.39978032432091615
USR004272,50,194475.03,3889.5006,22120.78,50,17,5,1,0,49,16,2.0,98.0,32.0,266.4,14,1,17,14,10,1,2,6,3,17,21,0.88,0.28,0.02,0.34,0.2,0.02,0.04,0.12,0.06,0.34,3,Premium Investors,1.8540285697352643,0.08201732021516493
USR004273,59,154396.11,2616.883220338983,26032.97,59,17,4,1,0,54,17,1.69,91.53,28.81,211.5,21,4,12,18,7,5,1,7,3,23,18,0.8983050847457628,0.3559,0.0678,0.2034,0.1186,0.0847,0.0169,0.1186,0.0508,0.3898,0,Active Everyday Users,0.26373396571299873,-0.0876323027884062
USR004274,51,170505.06,3343.236470588235,30069.41,50,16,4,4,0,51,18,7.84,100.0,35.29,233.57,18,0,14,16,9,2,1,6,2,19,18,0.8823529411764706,0.3529,0.0,0.2745,0.1765,0.0392,0.0196,0.1176,0.0392,0.3725,2,Loyal Digital Users,0.5138625549223121,-0.5147547387260619
USR004275,48,89753.94,1869.87375,15604.94,47,16,2,2,0,48,18,4.17,100.0,37.5,122.95,10,3,19,16,7,1,0,2,1,20,16,0.9166666666666666,0.2083,0.0625,0.3958,0.1458,0.0208,0.0,0.0417,0.0208,0.4167,1,Casual Small Spenders,-2.7449257529990194,-1.8326165833801804
USR004276,49,86899.63,1773.461836734694,20832.12,48,14,4,2,0,49,16,4.08,100.0,32.65,119.04,17,3,20,13,8,1,0,8,4,17,22,0.7551020408163265,0.3469,0.0612,0.4082,0.1633,0.0204,0.0,0.1633,0.0816,0.3469,1,Casual Small Spenders,-3.12971767593495,1.3658842017111597
USR004277,63,136409.4,2165.2285714285717,11627.51,62,15,4,1,0,63,20,1.59,100.0,31.75,186.86,17,2,13,23,7,3,2,5,5,27,20,0.8888888888888888,0.2698,0.0317,0.2063,0.1111,0.0476,0.0317,0.0794,0.0794,0.4286,2,Loyal Digital Users,-0.4230138656557645,-0.011142898333798588
USR004278,52,164584.39,3165.0844230769235,15185.61,51,16,5,4,0,52,17,7.69,100.0,32.69,225.46,16,0,14,19,10,4,3,5,3,15,22,0.9230769230769231,0.3077,0.0,0.2692,0.1923,0.0769,0.0577,0.0962,0.0577,0.2885,2,Loyal Digital Users,0.8666146051550231,-0.3901588859188796
USR004279,44,125393.47,2849.851590909091,19843.09,44,16,4,4,0,43,17,9.09,97.73,38.64,171.77,16,3,9,9,5,1,0,3,1,13,24,0.8409090909090909,0.3636,0.0682,0.2045,0.1136,0.0227,0.0,0.0682,0.0227,0.2955,1,Casual Small Spenders,-1.19930557032602,-0.0552802514941459
USR004280,53,152405.56,2875.576603773585,38757.89,53,18,5,3,0,52,16,5.66,98.11,30.19,208.77,17,0,13,21,4,3,1,6,1,16,23,0.7735849056603774,0.3208,0.0,0.2453,0.0755,0.0566,0.0189,0.1132,0.0189,0.3019,0,Active Everyday Users,0.6591914258437996,1.681358512041937
USR004281,52,106965.78,2057.034230769231,16817.08,50,15,5,6,0,51,18,11.54,98.08,34.62,146.53,13,3,13,17,10,2,0,5,1,18,18,0.8846153846153846,0.25,0.0577,0.25,0.1923,0.0385,0.0,0.0962,0.0192,0.3462,1,Casual Small Spenders,-2.2134767670007647,0.6838881670516553
USR004282,48,152138.15,3169.5447916666667,27116.12,47,17,5,6,0,48,14,12.5,100.0,29.17,208.41,15,3,17,11,7,2,2,3,1,12,20,0.8541666666666666,0.3125,0.0625,0.3542,0.1458,0.0417,0.0417,0.0625,0.0208,0.25,0,Active Everyday Users,0.5417806628734334,0.38449816166118567
USR004283,53,143909.44,2715.2724528301887,18446.8,53,15,3,4,0,52,20,7.55,98.11,37.74,197.14,20,1,13,19,8,1,1,7,3,22,20,0.9245283018867925,0.3774,0.0189,0.2453,0.1509,0.0189,0.0189,0.1321,0.0566,0.4151,2,Loyal Digital Users,-0.6926191829608743,-1.554691524605998
USR004284,52,178053.1,3424.098076923077,30784.29,51,16,6,4,0,51,14,7.69,98.08,26.92,243.91,15,2,15,14,7,1,2,4,2,17,22,0.8461538461538461,0.2885,0.0385,0.2885,0.1346,0.0192,0.0385,0.0769,0.0385,0.3269,0,Active Everyday Users,1.298404869596048,1.1781809569444657
USR004285,56,108652.61,1940.2251785714288,11988.9,56,15,4,3,0,56,17,5.36,100.0,30.36,148.84,14,3,19,17,8,4,1,7,2,19,22,0.9285714285714286,0.25,0.0536,0.3393,0.1429,0.0714,0.0179,0.125,0.0357,0.3393,1,Casual Small Spenders,-1.825408479543312,-0.5425589116132286
USR004286,65,266379.97000000003,4098.153384615385,69735.1,64,16,4,2,0,65,23,3.08,100.0,35.38,364.9,21,4,20,13,10,4,2,9,3,25,27,0.8615384615384616,0.3231,0.0615,0.3077,0.1538,0.0615,0.0308,0.1385,0.0462,0.3846,3,Premium Investors,3.9308543375516853,-0.13712300745530093
USR004287,50,151306.03,3026.1206,30082.8,50,17,5,1,0,50,19,2.0,100.0,38.0,207.27,9,2,18,18,6,1,3,7,1,21,20,0.84,0.18,0.04,0.36,0.12,0.02,0.06,0.14,0.02,0.42,0,Active Everyday Users,0.707046346161633,0.45731598316452504
USR004288,54,149285.81,2764.552037037037,25842.03,54,16,6,0,0,53,20,0.0,98.15,37.04,204.5,21,1,14,15,3,3,2,9,0,19,22,0.7777777777777778,0.3889,0.0185,0.2593,0.0556,0.0556,0.037,0.1667,0.0,0.3519,0,Active Everyday Users,0.4122193692484278,2.036701885299
USR004289,53,147015.51,2773.877547169812,13449.47,50,17,5,1,0,50,19,1.89,94.34,35.85,201.39,15,3,12,13,7,1,1,10,1,20,24,0.8679245283018868,0.283,0.0566,0.2264,0.1321,0.0189,0.0189,0.1887,0.0189,0.3774,0,Active Everyday Users,-0.07956936997590976,0.6360317678150667
USR004290,40,103542.78,2588.5695,22048.32,40,17,4,0,0,40,18,0.0,100.0,45.0,141.84,15,2,11,12,7,2,1,2,2,13,10,0.775,0.375,0.05,0.275,0.175,0.05,0.025,0.05,0.05,0.325,1,Casual Small Spenders,-1.5544044135476875,0.7100474317910207
USR004291,42,135985.46,3237.749047619048,20447.84,42,15,3,1,0,39,14,2.38,92.86,33.33,186.28,11,2,8,15,7,3,4,0,2,14,18,0.8809523809523809,0.2619,0.0476,0.1905,0.1667,0.0714,0.0952,0.0,0.0476,0.3333,2,Loyal Digital Users,0.03746140311857026,-2.034200405419926
USR004292,56,140863.83000000002,2515.425535714286,18059.84,56,17,5,3,0,51,22,5.36,91.07,39.29,192.96,16,3,23,18,8,0,1,3,3,18,26,0.8214285714285714,0.2857,0.0536,0.4107,0.1429,0.0,0.0179,0.0536,0.0536,0.3214,0,Active Everyday Users,-0.06932761488064118,1.5477066055840913
USR004293,45,166149.1,3692.202222222222,58883.48,45,15,3,4,0,45,19,8.89,100.0,42.22,227.6,14,1,12,12,6,0,3,3,3,25,15,0.8888888888888888,0.3111,0.0222,0.2667,0.1333,0.0,0.0667,0.0667,0.0667,0.5556,2,Loyal Digital Users,0.8586513997823657,-2.0763137918243117
USR004294,36,63803.1,1772.3083333333334,9476.76,36,13,2,2,0,35,15,5.56,97.22,41.67,87.4,6,1,10,12,6,3,0,5,1,17,14,0.9722222222222222,0.1667,0.0278,0.2778,0.1667,0.0833,0.0,0.1389,0.0278,0.4722,1,Casual Small Spenders,-4.655179935011278,-3.178615716140418
USR004295,46,161111.98,3502.434347826087,19769.73,45,15,3,1,0,45,11,2.17,97.83,23.91,220.7,16,3,18,11,6,2,2,6,0,17,14,0.9130434782608695,0.3478,0.0652,0.3913,0.1304,0.0435,0.0435,0.1304,0.0,0.3696,2,Loyal Digital Users,0.19861052075771962,-2.1473876577676836
USR004296,59,284503.45,4822.092372881356,40587.26,58,18,4,5,0,59,22,8.47,100.0,37.29,389.73,19,5,15,14,9,3,5,6,1,10,28,0.864406779661017,0.322,0.0847,0.2542,0.1525,0.0508,0.0847,0.1017,0.0169,0.1695,3,Premium Investors,5.687782751797245,-0.8328112436501928
USR004297,48,201420.88,4196.268333333333,76522.39,47,18,5,5,0,48,12,10.42,100.0,25.0,275.92,20,0,14,10,4,2,1,2,1,10,16,0.875,0.4167,0.0,0.2917,0.0833,0.0417,0.0208,0.0417,0.0208,0.2083,3,Premium Investors,2.5085232436755343,-0.021632682298290438
USR004298,48,188600.23,3929.1714583333337,33225.31,48,16,6,3,0,48,16,6.25,100.0,33.33,258.36,14,2,14,16,6,4,1,3,2,19,17,0.7916666666666666,0.2917,0.0417,0.2917,0.125,0.0833,0.0208,0.0625,0.0417,0.3958,0,Active Everyday Users,1.5790318885752002,1.6327006174058003
USR004299,52,138516.5,2663.778846153846,20851.62,52,18,4,3,0,51,17,5.77,98.08,32.69,189.75,11,2,19,16,5,5,1,5,2,18,16,0.9038461538461539,0.2115,0.0385,0.3654,0.0962,0.0962,0.0192,0.0962,0.0385,0.3462,2,Loyal Digital Users,0.029685401238753538,-0.39217872327071257
USR004300,55,154527.68,2809.594181818182,19615.88,55,16,5,9,0,52,17,16.36,94.55,30.91,211.68,19,3,19,14,5,3,0,6,4,16,26,0.8,0.3455,0.0545,0.3455,0.0909,0.0545,0.0,0.1091,0.0727,0.2909,0,Active Everyday Users,0.09943993885258681,1.545074383436757
USR004301,50,164266.16,3285.3232000000003,45875.69,50,14,4,2,0,50,18,4.0,100.0,36.0,225.02,19,1,14,13,5,3,3,5,0,18,13,0.82,0.38,0.02,0.28,0.1,0.06,0.06,0.1,0.0,0.36,2,Loyal Digital Users,0.5670605129790207,-0.4574932429645954
USR004302,61,215468.03,3532.262786885246,27443.85,60,17,6,7,0,57,20,11.48,93.44,32.79,295.16,25,2,19,17,9,5,1,3,6,16,25,0.7213114754098361,0.4098,0.0328,0.3115,0.1475,0.082,0.0164,0.0492,0.0984,0.2623,0,Active Everyday Users,2.70370701909404,3.2765333909781833
USR004303,48,113669.86,2368.122083333333,23805.05,47,15,4,1,0,46,17,2.08,95.83,35.42,155.71,10,2,14,19,12,2,2,2,2,13,19,0.8958333333333334,0.2083,0.0417,0.2917,0.25,0.0417,0.0417,0.0417,0.0417,0.2708,1,Casual Small Spenders,-1.653279877592979,-0.507338395373304
USR004304,50,146772.06,2935.4412,22834.25,49,16,5,2,0,47,17,4.0,94.0,34.0,201.06,14,0,11,21,8,1,2,5,0,16,23,0.88,0.28,0.0,0.22,0.16,0.02,0.04,0.1,0.0,0.32,0,Active Everyday Users,-0.019445361701048356,0.14295086725229128
USR004305,63,260870.89,4140.807777777778,50616.79,61,17,6,4,0,61,24,6.35,96.83,38.1,357.36,12,2,20,24,12,3,1,3,1,21,26,0.7777777777777778,0.1905,0.0317,0.3175,0.1905,0.0476,0.0159,0.0476,0.0159,0.3333,3,Premium Investors,3.938794158315571,2.4588292196802546
USR004306,54,189024.14,3500.4470370370373,21418.45,54,17,4,1,0,54,10,1.85,100.0,18.52,258.94,21,1,20,14,5,2,1,3,3,24,17,0.8333333333333334,0.3889,0.0185,0.3704,0.0926,0.037,0.0185,0.0556,0.0556,0.4444,3,Premium Investors,1.6548348138353572,0.1415605180347799
USR004307,36,57223.12,1589.531111111111,8037.19,36,13,4,0,0,29,15,0.0,80.56,41.67,78.39,13,2,12,10,2,0,1,5,2,11,15,0.8888888888888888,0.3611,0.0556,0.3333,0.0556,0.0,0.0278,0.1389,0.0556,0.3056,1,Casual Small Spenders,-4.070054548785967,-0.9298173376633339
USR004308,34,121819.81,3582.935588235294,20887.34,33,14,4,2,0,33,9,5.88,97.06,26.47,166.88,10,0,9,7,4,3,2,3,4,8,16,0.8529411764705882,0.2941,0.0,0.2647,0.1176,0.0882,0.0588,0.0882,0.1176,0.2353,2,Loyal Digital Users,-0.7794053397807984,-1.252848705758454
USR004309,51,170908.11,3351.139411764705,35789.96,51,16,3,3,0,49,21,5.88,96.08,41.18,234.12,19,1,14,17,12,0,2,4,1,24,16,0.9019607843137255,0.3725,0.0196,0.2745,0.2353,0.0,0.0392,0.0784,0.0196,0.4706,2,Loyal Digital Users,0.5081904774046552,-1.4865722668870784
USR004310,48,122676.61,2555.762708333333,33666.74,47,16,3,4,0,45,14,8.33,93.75,29.17,168.05,12,4,12,17,4,3,2,3,1,17,12,0.8958333333333334,0.25,0.0833,0.25,0.0833,0.0625,0.0417,0.0625,0.0208,0.3542,2,Loyal Digital Users,-0.8128785533688543,-1.5056697549525768
USR004311,43,113418.29,2637.6346511627908,14624.01,42,16,4,1,0,42,14,2.33,97.67,32.56,155.37,16,0,9,11,5,3,1,5,4,22,13,0.8604651162790697,0.3721,0.0,0.2093,0.1163,0.0698,0.0233,0.1163,0.093,0.5116,2,Loyal Digital Users,-1.303898756540666,-0.3709506263427517
USR004312,54,111611.96,2066.888148148148,14686.31,54,16,4,4,0,54,22,7.41,100.0,40.74,152.89,14,2,17,16,7,2,0,5,2,26,19,0.8888888888888888,0.2593,0.037,0.3148,0.1296,0.037,0.0,0.0926,0.037,0.4815,1,Casual Small Spenders,-1.6687416820749685,0.008293065669470625
USR004313,57,226839.38,3979.638245614035,34447.15,56,17,4,1,0,56,16,1.75,98.25,28.07,310.74,21,0,19,21,5,2,1,6,5,19,20,0.9298245614035088,0.3684,0.0,0.3333,0.0877,0.0351,0.0175,0.1053,0.0877,0.3333,3,Premium Investors,2.940921275725926,-0.9724139840003723
USR004314,48,114360.33,2382.506875,21153.73,48,16,4,2,0,47,18,4.17,97.92,37.5,156.66,14,0,14,14,7,2,1,4,2,17,17,0.8541666666666666,0.2917,0.0,0.2917,0.1458,0.0417,0.0208,0.0833,0.0417,0.3542,1,Casual Small Spenders,-1.3728581446230597,-0.006648283691315496
USR004315,46,145777.94,3169.085652173913,28728.28,45,16,5,4,0,45,18,8.7,97.83,39.13,199.7,14,1,11,14,4,1,1,2,1,12,22,0.8043478260869565,0.3043,0.0217,0.2391,0.087,0.0217,0.0217,0.0435,0.0217,0.2609,0,Active Everyday Users,0.05151181841490114,0.8591084462613989
USR004316,50,207705.52,4154.1104,50000.0,50,15,5,3,0,49,20,6.0,98.0,40.0,284.53,15,1,14,19,10,1,0,4,0,18,20,0.86,0.3,0.02,0.28,0.2,0.02,0.0,0.08,0.0,0.36,3,Premium Investors,1.38167420002261,0.2615838144721102
USR004317,49,124608.78,2543.0363265306123,23042.82,49,15,5,3,0,49,18,6.12,100.0,36.73,170.7,18,0,12,15,9,5,1,5,3,15,29,0.8367346938775511,0.3673,0.0,0.2449,0.1837,0.102,0.0204,0.102,0.0612,0.3061,1,Casual Small Spenders,-1.1888579156473327,0.8556204991959875
USR004318,51,125398.59,2458.795882352941,21647.83,50,17,5,2,0,51,17,3.92,100.0,33.33,171.78,16,2,13,16,8,3,1,3,5,15,21,0.7647058823529411,0.3137,0.0392,0.2549,0.1569,0.0588,0.0196,0.0588,0.098,0.2941,0,Active Everyday Users,-0.6007491878927701,2.0132621072479715
USR004319,44,191276.4,4347.190909090909,56925.13,44,15,4,3,0,43,12,6.82,97.73,27.27,262.02,14,0,13,14,5,2,1,2,2,15,18,0.8409090909090909,0.3182,0.0,0.2955,0.1136,0.0455,0.0227,0.0455,0.0455,0.3409,3,Premium Investors,1.4258084225149357,-0.7337513180247042
USR004320,41,156211.09,3810.026585365853,28034.15,41,15,5,4,0,40,13,9.76,97.56,31.71,213.99,9,0,11,11,3,2,2,4,1,14,15,0.8048780487804879,0.2195,0.0,0.2683,0.0732,0.0488,0.0488,0.0976,0.0244,0.3415,0,Active Everyday Users,0.6079700313232037,0.13205032223714472
USR004321,60,215579.52,3592.992,33697.09,60,16,5,5,0,57,14,8.33,95.0,23.33,295.31,16,3,19,17,5,1,2,4,0,25,19,0.85,0.2667,0.05,0.3167,0.0833,0.0167,0.0333,0.0667,0.0,0.4167,3,Premium Investors,2.521508180130838,0.5582402434025071
USR004322,54,187904.36,3479.71037037037,65740.41,53,12,5,0,0,53,18,0.0,98.15,33.33,257.4,15,4,18,18,9,3,4,5,1,16,29,0.8703703703703703,0.2778,0.0741,0.3333,0.1667,0.0556,0.0741,0.0926,0.0185,0.2963,3,Premium Investors,1.0040049156604423,-0.34921209503649175
USR004323,59,200155.08,3392.458983050848,33323.62,57,16,5,2,0,59,12,3.39,100.0,20.34,274.19,16,2,17,22,5,4,2,3,1,23,20,0.7796610169491526,0.2712,0.0339,0.2881,0.0847,0.0678,0.0339,0.0508,0.0169,0.3898,3,Premium Investors,2.079343660334966,1.3912611734717248
USR004324,50,206607.69,4132.1538,41267.12,48,15,5,4,0,46,17,8.0,92.0,34.0,283.02,19,1,11,18,11,0,2,4,4,18,23,0.86,0.38,0.02,0.22,0.22,0.0,0.04,0.08,0.08,0.36,3,Premium Investors,1.8645651606219813,0.12195261981055215
USR004325,64,149187.58,2331.0559375,30278.81,63,16,5,4,0,63,25,6.25,98.44,39.06,204.37,21,3,10,19,10,5,2,4,3,18,33,0.890625,0.3281,0.0469,0.1562,0.1562,0.0781,0.0312,0.0625,0.0469,0.2812,0,Active Everyday Users,0.20003752675087183,0.814724983212509
USR004326,61,125019.12,2049.4937704918034,20442.11,61,17,4,4,0,58,20,6.56,95.08,32.79,171.26,25,1,19,21,11,2,2,6,3,20,24,0.8360655737704918,0.4098,0.0164,0.3115,0.1803,0.0328,0.0328,0.0984,0.0492,0.3279,0,Active Everyday Users,-0.5684512439278097,0.8390861176603939
USR004327,66,164429.89,2491.36196969697,18805.57,65,17,6,5,0,61,28,7.58,92.42,42.42,225.25,22,0,15,26,8,3,1,9,2,19,32,0.8333333333333334,0.3333,0.0,0.2273,0.1212,0.0455,0.0152,0.1364,0.0303,0.2879,0,Active Everyday Users,0.8816098455584347,2.3400538863768525
USR004328,50,150618.58,3012.3716,14841.75,49,16,4,1,0,48,14,2.0,96.0,28.0,206.33,15,1,19,18,5,4,1,4,2,20,15,0.84,0.3,0.02,0.38,0.1,0.08,0.02,0.08,0.04,0.4,0,Active Everyday Users,0.057699748925827014,-0.007673748960811578
USR004329,57,146191.93,2564.7707017543858,26420.46,57,17,5,5,0,54,23,8.77,94.74,40.35,200.26,18,2,12,15,13,3,1,5,4,20,25,0.8596491228070176,0.3158,0.0351,0.2105,0.2281,0.0526,0.0175,0.0877,0.0702,0.3509,0,Active Everyday Users,-0.13079293108835915,1.194153796275729
USR004330,47,200317.61,4262.076808510638,32452.04,47,17,3,5,0,45,15,10.64,95.74,31.91,274.41,13,4,10,18,7,1,5,6,1,11,20,0.8936170212765957,0.2766,0.0851,0.2128,0.1489,0.0213,0.1064,0.1277,0.0213,0.234,3,Premium Investors,2.8031260802459625,-2.3680906058836206
USR004331,54,172865.03,3201.2042592592597,28104.39,51,18,5,5,0,52,21,9.26,96.3,38.89,236.8,25,0,20,11,5,3,2,7,6,25,17,0.8518518518518519,0.463,0.0,0.3704,0.0926,0.0556,0.037,0.1296,0.1111,0.463,0,Active Everyday Users,1.692147871556158,0.7485932312111997
USR004332,48,221141.14,4607.107083333333,34417.58,47,16,5,4,0,47,21,8.33,97.92,43.75,302.93,14,3,17,16,10,3,1,4,3,18,14,0.6875,0.2917,0.0625,0.3542,0.2083,0.0625,0.0208,0.0833,0.0625,0.375,3,Premium Investors,2.4934116104957553,2.0752845931533974
USR004333,48,150288.24,3131.005,48119.87,48,14,3,2,0,48,14,4.17,100.0,29.17,205.87,17,1,15,14,7,2,1,6,1,16,23,0.8958333333333334,0.3542,0.0208,0.3125,0.1458,0.0417,0.0208,0.125,0.0208,0.3333,2,Loyal Digital Users,-0.6808675579611854,-1.6785994619424536
USR004334,60,222992.17,3716.5361666666663,50881.66,59,16,6,2,0,59,22,3.33,98.33,36.67,305.47,22,1,17,13,6,1,3,7,4,21,24,0.7,0.3667,0.0167,0.2833,0.1,0.0167,0.05,0.1167,0.0667,0.35,3,Premium Investors,3.154682646692504,2.906025423691335
USR004335,43,113469.17,2638.8179069767443,23357.41,43,16,3,4,0,43,13,9.3,100.0,30.23,155.44,11,2,14,11,7,1,0,1,1,15,19,0.8372093023255814,0.2558,0.0465,0.3256,0.1628,0.0233,0.0,0.0233,0.0233,0.3488,1,Casual Small Spenders,-1.8149125680088602,-0.6111674612928766
USR004336,48,159791.54,3328.990416666667,32026.81,48,17,5,5,0,48,16,10.42,100.0,33.33,218.89,18,3,17,12,5,4,2,3,3,19,19,0.8125,0.375,0.0625,0.3542,0.1042,0.0833,0.0417,0.0625,0.0625,0.3958,0,Active Everyday Users,1.0219689382842108,0.7982508073429422
USR004337,54,155910.07,2887.223518518518,20964.48,53,17,6,3,0,50,14,5.56,92.59,25.93,213.58,14,3,15,13,9,2,1,3,2,17,15,0.7962962962962963,0.2593,0.0556,0.2778,0.1667,0.037,0.0185,0.0556,0.037,0.3148,0,Active Everyday Users,0.41003545136906905,2.328639763392932
USR004338,56,125540.82,2241.800357142857,13225.95,56,18,6,3,0,54,16,5.36,96.43,28.57,171.97,21,1,14,19,7,1,1,4,3,16,28,0.8928571428571429,0.375,0.0179,0.25,0.125,0.0179,0.0179,0.0714,0.0536,0.2857,0,Active Everyday Users,-0.2875697900779672,1.5167868556249653
USR004339,52,171698.26,3301.889615384616,21688.94,52,18,5,3,0,50,19,5.77,96.15,36.54,235.2,20,2,21,12,5,4,1,2,4,22,16,0.8076923076923077,0.3846,0.0385,0.4038,0.0962,0.0769,0.0192,0.0385,0.0769,0.4231,0,Active Everyday Users,1.4525093591972915,1.3228859294168456
USR004340,56,170787.7,3049.780357142857,22323.28,53,17,5,0,0,55,20,0.0,98.21,35.71,233.96,23,2,18,17,9,1,2,1,7,21,19,0.7857142857142857,0.4107,0.0357,0.3214,0.1607,0.0179,0.0357,0.0179,0.125,0.375,0,Active Everyday Users,1.2863125142788836,1.7368910485724918
USR004341,46,104138.78,2263.8865217391303,13630.94,46,16,5,2,0,46,19,4.35,100.0,41.3,142.66,19,3,12,16,7,2,1,5,1,15,13,0.8913043478260869,0.413,0.0652,0.2609,0.1522,0.0435,0.0217,0.1087,0.0217,0.3261,1,Casual Small Spenders,-1.7622655067511166,0.22089622960476205
USR004342,50,197920.92,3958.4184,35208.31,49,18,5,2,0,50,14,4.0,100.0,28.0,271.12,16,2,25,13,3,2,1,1,3,18,20,0.8,0.32,0.04,0.5,0.06,0.04,0.02,0.02,0.06,0.36,3,Premium Investors,2.487827388012604,1.0626562270222215
USR004343,45,196158.39,4359.075333333333,25350.41,45,18,5,2,0,44,14,4.44,97.78,31.11,268.71,10,0,11,19,4,2,2,2,1,11,24,0.8888888888888888,0.2222,0.0,0.2444,0.0889,0.0444,0.0444,0.0444,0.0222,0.2444,3,Premium Investors,2.6036463849081857,-0.4696924311630767
USR004344,48,135419.78,2821.245416666666,25000.08,48,16,5,2,0,48,14,4.17,100.0,29.17,185.51,14,1,18,21,10,0,1,4,2,20,19,0.75,0.2917,0.0208,0.375,0.2083,0.0,0.0208,0.0833,0.0417,0.4167,0,Active Everyday Users,-0.6989121986110347,1.8561231909006877
USR004345,51,195526.8,3833.858823529412,46474.77,50,17,4,6,0,46,17,11.76,90.2,33.33,267.84,21,1,15,11,7,2,2,7,2,19,12,0.9019607843137255,0.4118,0.0196,0.2941,0.1373,0.0392,0.0392,0.1373,0.0392,0.3725,3,Premium Investors,1.938965119130321,-0.9560510548655382
USR004346,48,138560.26,2886.6720833333334,20482.59,48,16,6,7,0,47,18,14.58,97.92,37.5,189.81,19,0,16,14,6,4,0,6,2,22,18,0.8125,0.3958,0.0,0.3333,0.125,0.0833,0.0,0.125,0.0417,0.4583,0,Active Everyday Users,-0.5031290790295382,1.8202134467736657
